01/01/1985	-0.25
01/02/1985	-0.58
01/03/1985	-0.6
01/04/1985	-0.76
01/05/1985	-1.22
01/06/1985	-0.57
01/07/1985	-0.02
01/08/1985	-0.37
01/09/1985	-0.44
01/10/1985	-0.04
01/11/1985	0
01/12/1985	-0.34
01/01/1986	-0.36
01/02/1986	-0.3
01/03/1986	-0.39
01/04/1986	-0.52
01/05/1986	-0.18
01/06/1986	0.12
01/07/1986	0.56
01/08/1986	1.05
01/09/1986	1.31
01/10/1986	0.57
01/11/1986	0.65
01/12/1986	1.06
01/01/1987	0.98
01/02/1987	1.08
01/03/1987	1.47
01/04/1987	1.66
01/05/1987	1.91
01/06/1987	2.02
01/07/1987	1.92
01/08/1987	1.48
01/09/1987	1.23
01/10/1987	1.13
01/11/1987	0.85
01/12/1987	0.75
01/01/1988	0.59
01/02/1988	0.31
01/03/1988	0.19
01/04/1988	-0.01
01/05/1988	-0.36
01/06/1988	-1.19
01/07/1988	-1.77
01/08/1988	-1.79
01/09/1988	-1.77
01/10/1988	-1.54
01/11/1988	-1.61
01/12/1988	-1.49
01/01/1989	-1.09
01/02/1989	-1.06
01/03/1989	-1.2
01/04/1989	-1.09
01/05/1989	-1.04
01/06/1989	-1.02
01/07/1989	-1.12
01/08/1989	-0.73
01/09/1989	-0.61
01/10/1989	-0.56
01/11/1989	-0.33
01/12/1989	-0.02
01/01/1990	0.12
01/02/1990	0.43
01/03/1990	0.61
01/04/1990	0.17
01/05/1990	0.03
01/06/1990	0.04
01/07/1990	0.17
01/08/1990	0.06
01/09/1990	0.21
01/10/1990	-0.06
01/11/1990	0.12
01/12/1990	0.28
01/01/1991	0.16
01/02/1991	0.08
01/03/1991	0.21
01/04/1991	0.21
01/05/1991	0.35
01/06/1991	0.89
01/07/1991	0.88
01/08/1991	0.42
01/09/1991	0.62
01/10/1991	1.09
01/11/1991	1.17
01/12/1991	1.29
01/01/1992	1.7
01/02/1992	1.59
01/03/1992	1.72
01/04/1992	1.98
01/05/1992	1.69
01/06/1992	1.58
01/07/1992	0.76
01/08/1992	0.08
01/09/1992	0.5
01/10/1992	0.81
01/11/1992	0.73
01/12/1992	0.78
01/01/1993	0.83
01/02/1993	0.93
01/03/1993	0.78
01/04/1993	0.98
01/05/1993	1.48
01/06/1993	1.5
01/07/1993	0.91
01/08/1993	0.62
01/09/1993	0.64
01/10/1993	0.95
01/11/1993	0.7
01/12/1993	0.26
01/01/1994	0.02
01/02/1994	-0.17
01/03/1994	-0.21
01/04/1994	0.03
01/05/1994	0
01/06/1994	0.25
01/07/1994	0.88
01/08/1994	0.84
01/09/1994	1.06
01/10/1994	1.47
01/11/1994	0.99
01/12/1994	0.87
01/01/1995	0.77
01/02/1995	0.48
01/03/1995	0.14
01/04/1995	0.18
01/05/1995	0.16
01/06/1995	0
01/07/1995	-0.25
01/08/1995	-0.65
01/09/1995	-0.86
01/10/1995	-0.65
01/11/1995	-0.67
01/12/1995	-0.82
01/01/1996	-0.83
01/02/1996	-0.81
01/03/1996	-0.64
01/04/1996	-0.69
01/05/1996	-0.83
01/06/1996	-0.9
01/07/1996	-0.76
01/08/1996	-0.6
01/09/1996	-0.26
01/10/1996	-0.31
01/11/1996	-0.3
01/12/1996	-0.45
01/01/1997	-0.66
01/02/1997	-0.72
01/03/1997	-0.29
01/04/1997	0.17
01/05/1997	0.68
01/06/1997	2.25
01/07/1997	2.11
01/08/1997	2.2
01/09/1997	2.17
01/10/1997	2.01
01/11/1997	2.06
01/12/1997	2.03
01/01/1998	2.23
01/02/1998	2.43
01/03/1998	2.27
01/04/1998	2.55
01/05/1998	2.26
01/06/1998	0.37
01/07/1998	-1.42
01/08/1998	-1.74
01/09/1998	-1.31
01/10/1998	-1.21
01/11/1998	-1.3
01/12/1998	-1.25
01/01/1999	-1.26
01/02/1999	-1.18
01/03/1999	-1.11
01/04/1999	-1.17
01/05/1999	-1.36
01/06/1999	-1.26
01/07/1999	-1.19
01/08/1999	-1.07
01/09/1999	-1.17
01/10/1999	-1.31
01/11/1999	-1.33
01/12/1999	-1.43
01/01/2000	-1.26
01/02/2000	-1.27
01/03/2000	-1.36
01/04/2000	-0.93
01/05/2000	-0.97
01/06/2000	-1.14
01/07/2000	-0.58
01/08/2000	-0.08
01/09/2000	-0.36
01/10/2000	-0.55
01/11/2000	-0.91
01/12/2000	-0.8
01/01/2001	-0.82
01/02/2001	-0.87
01/03/2001	-0.79
01/04/2001	-0.61
01/05/2001	-0.58
01/06/2001	-0.71
01/07/2001	-0.02
01/08/2001	0.34
01/09/2001	-0.07
01/10/2001	-0.25
01/11/2001	-0.32
01/12/2001	0.02
01/01/2002	0.07
01/02/2002	-0.26
01/03/2002	-0.2
01/04/2002	-0.36
01/05/2002	-0.1
01/06/2002	0.4
01/07/2002	0.42
01/08/2002	0.97
01/09/2002	0.84
01/10/2002	0.79
01/11/2002	0.76
01/12/2002	0.86
01/01/2003	0.8
01/02/2003	0.62
01/03/2003	0.53
01/04/2003	-0.08
01/05/2003	-0.57
01/06/2003	-0.07
01/07/2003	0.01
01/08/2003	0.01
01/09/2003	0.14
01/10/2003	0.26
01/11/2003	0.29
01/12/2003	0.1
01/01/2004	0.16
01/02/2004	-0.04
01/03/2004	-0.44
01/04/2004	-0.23
01/05/2004	-0.44
01/06/2004	-0.34
01/07/2004	0.43
01/08/2004	0.74
01/09/2004	0.54
01/10/2004	0.34
01/11/2004	0.51
01/12/2004	0.51
01/01/2005	0.08
01/02/2005	0.61
01/03/2005	0.82
01/04/2005	0.13
01/05/2005	0.18
01/06/2005	0.2
01/07/2005	-0.02
01/08/2005	-0.01
01/09/2005	-0.05
01/10/2005	-0.71
01/11/2005	-0.75
01/12/2005	-0.73
01/01/2006	-0.68
01/02/2006	-0.5
01/03/2006	-0.61
01/04/2006	-0.84
01/05/2006	-0.43
01/06/2006	-0.23
01/07/2006	0.11
01/08/2006	0.56
01/09/2006	0.63
01/10/2006	0.68
01/11/2006	0.9
01/12/2006	0.59
01/01/2007	0.62
01/02/2007	0.39
01/03/2007	-0.22
01/04/2007	-0.36
01/05/2007	-0.44
01/06/2007	-0.86
01/07/2007	-0.77
01/08/2007	-0.93
01/09/2007	-1.1
01/10/2007	-1.14
01/11/2007	-1.13
01/12/2007	-1.22
01/01/2008	-1.08
01/02/2008	-1.27
01/03/2008	-1.54
01/04/2008	-1.13
01/05/2008	-0.98
01/06/2008	-0.86
01/07/2008	-0.87
01/08/2008	-1.08
01/09/2008	-1.07
01/10/2008	-1.12
01/11/2008	-1.05
01/12/2008	-1.05
01/01/2009	-1.01
01/02/2009	-0.85
01/03/2009	-0.94
01/04/2009	-0.81
01/05/2009	-0.72
01/06/2009	-0.06
01/07/2009	0.49
01/08/2009	0.52
01/09/2009	0.39
01/10/2009	0.56
01/11/2009	1.05
01/12/2009	0.96
01/01/2010	0.93
01/02/2010	1.28
01/03/2010	1.31
01/04/2010	0.49
01/05/2010	-0.17
01/06/2010	-1.33
01/07/2010	-2.43
01/08/2010	-2.4
01/09/2010	-2.28
01/10/2010	-2.18
01/11/2010	-2.04
01/12/2010	-1.91
01/01/2011	-1.83
01/02/2011	-1.63
01/03/2011	-1.79
01/04/2011	-1.74
01/05/2011	-1.29
01/06/2011	-1.08
01/07/2011	-0.86
01/08/2011	-0.88
01/09/2011	-1.16
01/10/2011	-1.37
01/11/2011	-1.21
01/12/2011	-1.24
01/01/2012	-1.08
01/02/2012	-0.67
01/03/2012	-0.59
01/04/2012	-0.43
01/05/2012	-0.35
01/06/2012	-0.28
01/07/2012	0.3
01/08/2012	-0.06
01/09/2012	-0.32
01/10/2012	-0.22
01/11/2012	-0.07
01/12/2012	-0.07
01/01/2013	-0.05
01/02/2013	-0.07
01/03/2013	-0.14
01/04/2013	-0.37
01/05/2013	-0.71
01/06/2013	-1.18
01/07/2013	-0.85
01/08/2013	-0.5
01/09/2013	-0.38
01/10/2013	-0.16
01/11/2013	-0.18
01/12/2013	-0.35
01/01/2014	-0.51
01/02/2014	-0.43
01/03/2014	-0.08
01/04/2014	-0.16
01/05/2014	-0.18
01/06/2014	-0.01
01/07/2014	0.32
01/08/2014	0.16
01/09/2014	-0.15
01/10/2014	0.07
01/11/2014	0.34
01/12/2014	0.34
01/01/2015	0.23
01/02/2015	0.05
01/03/2015	0.13
01/04/2015	0.35
01/05/2015	0.96
01/06/2015	1.85
01/07/2015	1.73
01/08/2015	1.92
01/09/2015	2.21
01/10/2015	2.11
01/11/2015	1.88
01/12/2015	1.9
01/01/2016	1.94
01/02/2016	1.81
01/03/2016	1.31
01/04/2016	1.33
01/05/2016	1.26
01/06/2016	0.36
01/07/2016	-0.51
01/08/2016	-0.28
01/09/2016	-0.34
01/10/2016	-0.6
01/11/2016	-0.51
01/12/2016	-0.34
01/01/2017	-0.41
01/02/2017	-0.41
01/03/2017	-0.58
01/04/2017	-0.21
01/05/2017	0.17
01/06/2017	-0.29
01/07/2017	-0.7
01/08/2017	-0.77
01/09/2017	-0.8
01/10/2017	-0.63
01/11/2017	-0.63
01/12/2017	-0.73
01/01/2018	-0.77
01/02/2018	-0.7
01/03/2018	-0.79
01/04/2018	-1.29
01/05/2018	-0.91
01/06/2018	-0.51
01/07/2018	-0.17
01/08/2018	0.36
01/09/2018	0.52
01/10/2018	0.41
01/11/2018	0.26
01/12/2018	0.13
